Arrival no,Arrival time (sec),Base station ,Call duration (sec),velocity (km/h)
861,1212.517,3,41.459,126.930
862,1213.181,19,49.109,112.967
863,1213.556,13,23.143,112.909
864,1214.004,9,75.779,126.614
865,1214.802,5,27.583,117.435
866,1215.189,1,78.781,114.028
867,1215.454,12,229.528,122.246
868,1218.131,18,12.824,123.754
869,1218.213,3,146.195,110.479
870,1220.163,18,70.924,116.499
871,1220.176,8,151.043,108.738
872,1220.705,15,126.029,122.111
873,1226.090,14,309.318,121.741
874,1230.619,5,46.173,130.073
875,1232.863,7,217.083,122.386
876,1232.908,1,52.866,124.605
877,1232.995,4,14.120,141.701
878,1236.339,20,40.528,123.451
879,1236.694,20,44.394,124.975
880,1239.813,4,19.864,111.240
881,1240.611,17,29.654,108.863
882,1240.988,8,111.997,132.792
883,1242.262,8,34.408,132.299
884,1251.132,7,82.151,117.168
885,1251.534,1,250.885,126.080
886,1252.480,1,184.585,103.131
887,1254.022,17,58.960,113.673
888,1254.281,20,16.844,123.488
889,1258.581,4,231.224,130.845
890,1260.210,13,31.717,123.096
891,1260.518,12,43.660,126.258
892,1262.071,16,17.632,121.437
893,1265.103,12,49.182,115.925
894,1265.631,6,157.508,120.736
895,1266.916,7,198.508,115.785
896,1271.149,6,187.806,112.928
897,1271.150,5,111.224,115.333
898,1271.591,11,12.432,134.795
899,1272.441,19,114.856,130.918
900,1272.969,11,53.613,122.296
901,1273.104,3,91.427,106.051
902,1275.604,9,36.304,108.725
903,1276.680,10,85.696,127.786
904,1277.121,20,21.135,126.004
905,1282.549,10,155.402,119.308
906,1284.356,17,129.334,126.594
907,1286.537,9,76.051,126.503
908,1288.959,6,53.698,125.587
909,1289.732,19,303.074,119.952
910,1292.571,8,44.121,120.607
911,1293.137,20,27.679,115.068
912,1295.354,15,27.396,126.404
913,1296.692,1,211.704,116.785
914,1296.932,17,31.538,98.312
915,1297.237,17,140.658,122.222
916,1298.158,11,19.892,135.102
917,1298.802,12,91.022,129.967
918,1299.962,4,86.364,118.637
919,1300.140,10,52.997,121.693
920,1303.795,15,25.513,103.758
921,1303.834,3,49.813,120.807
922,1304.006,12,11.928,109.751
923,1305.800,3,33.761,103.835
924,1306.456,15,97.316,126.454
925,1307.423,8,90.528,112.565
926,1308.694,19,133.386,121.863
927,1309.590,17,75.592,123.157
928,1310.265,6,140.613,103.098
929,1311.447,9,22.561,115.711
930,1315.512,20,42.182,125.628
931,1318.363,12,51.859,107.393
932,1322.483,5,17.808,119.858
933,1322.900,13,61.243,115.019
934,1322.910,14,175.297,107.874
935,1324.490,15,153.852,115.822
936,1324.589,20,130.370,117.742
937,1326.034,2,109.375,119.380
938,1326.726,7,141.381,121.311
939,1327.317,16,78.893,116.752
940,1329.330,7,94.240,118.785
941,1329.921,9,204.385,132.236
942,1330.003,15,85.595,123.638
943,1330.238,5,12.254,115.826
944,1331.455,6,136.923,141.529
945,1332.725,7,118.547,115.680
946,1338.342,2,11.269,124.667
947,1340.968,2,103.693,116.967
948,1341.132,11,18.888,118.771
949,1342.697,3,20.757,108.716
950,1343.733,9,68.041,107.752
951,1344.649,8,82.257,127.396
952,1345.199,12,26.636,133.531
953,1347.476,8,38.852,111.808
954,1348.252,4,46.654,135.753
955,1348.733,18,105.557,124.490
956,1349.626,4,83.316,109.303
957,1351.482,20,122.939,123.069
958,1352.125,6,34.136,128.066
959,1355.557,18,42.918,120.078
960,1359.121,5,59.587,113.036
961,1359.997,17,99.090,123.753
962,1362.635,19,103.867,93.338
963,1364.706,8,41.328,123.442
964,1366.944,11,14.864,114.508
965,1369.037,2,130.743,111.875
966,1371.213,5,159.083,130.780
967,1371.414,10,19.471,121.073
968,1373.078,17,138.429,131.268
969,1373.401,13,72.771,106.820
970,1374.968,4,271.584,117.362
971,1375.469,7,87.076,121.070
972,1375.846,15,62.059,119.143
973,1376.793,16,10.503,118.892
974,1377.550,19,230.514,133.737
975,1378.551,16,110.115,101.402
976,1378.837,17,281.996,101.716
977,1378.868,16,40.575,118.418
978,1381.597,11,21.819,107.142
979,1383.688,7,356.980,118.173
980,1385.875,7,135.148,125.430
981,1386.707,15,342.900,124.720
982,1387.737,6,46.790,116.680
983,1388.110,7,36.046,110.147
984,1389.097,20,92.122,132.556
985,1389.524,4,49.024,121.630
986,1390.291,15,133.851,114.555
987,1391.614,14,136.299,121.859
988,1391.668,1,54.716,103.575
989,1391.712,3,95.189,132.944
990,1394.945,17,652.777,128.748
991,1395.095,7,82.620,97.411
992,1399.318,10,301.886,129.424
993,1399.961,8,17.054,130.139
994,1400.353,3,16.461,134.844
995,1401.694,6,19.192,110.802
996,1402.507,2,112.406,121.712
997,1404.343,19,39.522,118.056
998,1407.974,2,237.626,100.163
999,1408.151,20,17.791,121.425
1000,1410.614,6,74.050,116.590
1001,1411.370,16,95.950,106.828
1002,1412.231,14,58.677,117.552
1003,1413.485,19,88.109,129.696
1004,1415.682,8,186.784,127.095
1005,1416.042,9,64.333,127.563
1006,1416.421,13,46.041,121.717
1007,1418.364,3,206.784,130.772
1008,1418.539,7,160.602,116.766
1009,1421.812,18,21.474,131.783
1010,1423.029,16,197.472,121.154
1011,1428.182,17,111.550,123.603
1012,1429.647,3,382.323,104.008
1013,1429.758,2,12.704,120.227
1014,1431.260,8,97.968,127.603
1015,1432.356,19,20.486,120.417
1016,1432.779,4,77.931,117.478
1017,1434.499,16,70.129,119.619
1018,1434.693,7,98.216,109.906
1019,1437.217,18,224.029,126.259
1020,1437.433,3,94.283,137.364
1021,1438.568,6,186.929,124.767
1022,1439.217,10,13.684,113.202
1023,1440.978,12,182.570,122.220
1024,1441.418,9,197.841,112.751
1025,1441.710,1,72.246,127.885
1026,1442.479,13,46.479,139.791
1027,1444.772,9,31.136,136.939
1028,1444.875,19,42.477,119.514
1029,1445.672,1,103.973,126.313
1030,1448.278,19,165.299,105.704
1031,1448.545,8,21.457,105.872
1032,1449.526,13,106.586,136.195
1033,1449.666,11,106.560,117.575
1034,1449.789,7,122.897,122.650
1035,1449.790,7,60.989,116.279
1036,1450.459,14,167.896,105.569
1037,1451.676,5,15.626,109.325
1038,1452.400,12,253.014,118.529
1039,1452.869,1,25.180,130.637
1040,1456.575,7,69.978,106.602
1041,1457.916,18,381.252,124.380
1042,1458.781,13,50.880,120.589
1043,1459.844,4,58.218,121.612
1044,1460.361,11,135.535,124.644
1045,1461.740,7,59.322,106.105
1046,1462.517,10,108.826,132.448
1047,1463.333,4,59.654,113.410
1048,1464.348,9,410.564,128.184
1049,1465.260,13,793.412,142.132
1050,1465.827,17,22.780,119.800
1051,1465.893,12,120.223,98.866
1052,1466.994,6,336.781,135.137
1053,1467.340,1,98.422,113.529
1054,1468.252,16,332.529,97.609
1055,1469.988,11,82.068,120.445
1056,1473.166,17,223.145,128.725
1057,1475.149,20,17.392,125.329
1058,1475.958,2,112.951,124.547
1059,1477.410,20,165.316,126.530
1060,1478.477,18,44.052,126.310
1061,1479.340,14,14.946,129.744
1062,1479.939,18,335.395,115.133
1063,1480.877,2,158.809,115.660
1064,1481.487,7,85.354,102.728
1065,1482.290,10,114.816,112.255
1066,1483.214,14,44.292,117.346
1067,1485.118,2,15.835,132.416
1068,1485.660,2,339.545,117.584
1069,1486.667,14,169.603,117.953
1070,1488.059,19,112.912,106.738
1071,1489.895,1,43.059,135.920
1072,1493.432,5,19.466,119.848
1073,1495.018,2,110.584,114.320
1074,1496.409,10,123.866,134.424
1075,1497.072,14,173.387,127.953
1076,1498.108,10,116.203,118.251
1077,1501.694,7,83.757,122.018
1078,1502.344,19,154.473,136.766
1079,1502.889,19,45.165,113.335
1080,1505.337,1,53.666,122.315
1081,1506.040,10,254.814,113.763
1082,1506.213,7,399.972,119.962
1083,1507.771,8,68.302,120.638
1084,1508.087,6,25.389,118.802
1085,1508.290,18,36.920,122.155
1086,1508.609,16,105.157,128.487
1087,1512.134,3,99.900,124.862
1088,1513.715,14,28.120,137.001
1089,1516.261,17,111.949,135.887
1090,1516.325,16,62.482,109.598
1091,1516.458,7,273.857,138.343
1092,1517.375,11,92.135,125.141
1093,1520.366,12,47.083,106.237
1094,1521.000,6,86.979,132.433
1095,1521.307,8,33.315,133.537
1096,1522.835,15,30.646,114.026
1097,1523.947,17,107.787,114.755
1098,1524.601,14,37.073,118.377
1099,1525.156,2,10.084,137.914
1100,1527.981,11,48.802,119.617
1101,1528.926,7,71.623,134.643
1102,1530.845,16,27.281,111.126
1103,1531.293,13,12.447,119.423
1104,1532.526,9,26.036,125.373
1105,1534.602,20,109.309,109.446
1106,1534.619,15,58.969,134.762
1107,1535.729,7,391.041,115.370
1108,1536.273,4,66.218,120.662
1109,1538.015,17,82.082,131.058
1110,1539.076,10,79.231,119.606
1111,1542.238,15,13.196,111.311
1112,1543.903,15,72.717,128.912
1113,1544.699,13,67.126,125.379
1114,1546.500,20,103.884,129.524
1115,1550.169,2,40.904,114.529
1116,1552.432,14,65.072,127.961
1117,1554.630,4,108.067,119.315
1118,1555.179,8,36.194,130.910
1119,1555.349,12,49.987,104.389
1120,1555.523,12,236.552,105.333
1121,1555.817,10,371.009,124.013
1122,1556.153,1,96.350,123.016
1123,1556.455,3,53.636,117.546
1124,1557.017,20,121.746,126.767
1125,1558.108,13,19.431,122.667
1126,1559.359,11,60.993,111.077
1127,1559.540,5,211.763,102.455
1128,1561.159,2,65.996,120.836
1129,1561.892,10,14.990,118.764
1130,1563.864,8,766.357,118.277
1131,1565.227,9,65.393,117.781
1132,1566.845,11,34.025,130.230
1133,1570.131,15,119.191,105.096
1134,1571.322,20,100.968,116.155
1135,1574.642,19,210.629,123.678
1136,1576.234,9,18.109,119.835
1137,1579.287,15,464.970,108.734
1138,1582.178,1,72.051,113.417
1139,1583.119,10,80.161,119.567
1140,1584.149,10,180.513,108.099
1141,1584.630,13,133.996,119.960
1142,1587.819,4,102.767,135.709
1143,1590.866,11,92.707,125.031
1144,1593.811,6,198.467,121.751
1145,1594.865,10,44.159,123.170
1146,1595.178,2,15.002,114.720
1147,1596.130,9,260.537,106.708
1148,1596.720,2,55.675,118.737
1149,1597.709,16,75.774,129.253
1150,1599.401,19,340.542,117.538
1151,1599.926,9,172.663,131.765
1152,1600.557,9,156.988,118.984
1153,1602.117,13,27.254,114.296
1154,1604.997,1,227.092,133.188
1155,1605.055,16,61.659,112.859
1156,1607.616,4,90.537,111.169
1157,1610.913,1,33.588,114.993
1158,1612.648,19,41.980,111.746
1159,1614.829,14,132.569,117.465
1160,1615.750,6,24.877,129.180
1161,1616.001,19,95.551,128.485
1162,1617.370,12,48.432,117.458
1163,1620.534,2,169.779,108.172
1164,1620.750,17,200.426,123.738
1165,1623.327,12,75.656,104.604
1166,1623.706,18,31.130,117.255
1167,1624.774,8,66.223,127.467
1168,1625.433,13,192.070,143.976
1169,1631.107,20,142.556,126.547
1170,1633.997,17,123.505,126.022
1171,1636.647,9,98.058,107.859
1172,1639.023,3,12.061,119.641
1173,1640.437,20,67.156,117.262
1174,1641.130,18,22.799,121.428
1175,1642.469,1,90.976,101.045
1176,1643.327,5,74.739,128.559
1177,1643.410,2,59.497,131.677
1178,1648.383,10,70.069,121.177
1179,1648.526,17,118.286,140.831
1180,1650.435,15,46.594,120.894
1181,1650.825,14,125.654,125.021
1182,1651.908,6,12.087,131.704
1183,1652.865,4,44.745,128.706
1184,1656.242,3,90.190,113.636
1185,1661.794,16,110.317,118.326
1186,1662.523,15,102.300,123.677
1187,1662.840,11,70.892,106.797
1188,1663.624,10,233.873,113.141
1189,1665.467,2,58.823,123.937
1190,1665.899,5,95.235,126.521
1191,1666.349,5,332.673,119.545
1192,1670.244,13,24.371,138.768
1193,1671.683,3,55.145,113.432
1194,1672.035,14,267.480,103.991
1195,1673.034,16,25.460,119.376
1196,1676.328,10,43.606,127.565
1197,1676.521,1,18.975,110.462
1198,1677.711,7,599.675,121.851
1199,1678.500,7,78.858,129.145
1200,1679.551,17,168.313,121.595
1201,1681.045,15,281.485,110.997
1202,1682.781,5,65.302,126.426
1203,1687.446,1,79.049,118.457
1204,1688.950,16,183.674,98.752
1205,1691.762,18,276.373,114.506
1206,1692.796,1,29.712,118.281
1207,1696.941,2,226.447,114.309
1208,1699.549,14,25.599,130.581
1209,1699.804,17,119.343,98.455
1210,1700.690,4,178.394,137.585
1211,1700.768,7,80.246,121.343
1212,1701.900,15,35.253,119.054
1213,1702.066,14,65.087,106.829
1214,1702.418,15,170.915,117.429
1215,1703.442,12,140.650,123.796
1216,1707.649,9,107.061,116.549
1217,1708.701,19,14.180,120.706
1218,1709.045,19,61.329,113.567
1219,1709.170,6,97.783,112.202
1220,1709.420,6,271.956,117.703
1221,1709.789,15,102.769,115.555
1222,1711.974,6,51.343,115.969
1223,1713.470,3,83.808,116.635
1224,1713.870,17,33.260,102.118
1225,1715.315,9,13.380,116.225
1226,1715.944,3,101.227,117.638
1227,1715.975,4,96.377,128.438
1228,1716.313,12,148.880,117.294
1229,1717.005,14,40.945,124.655
1230,1717.210,15,187.107,122.460
1231,1717.690,17,156.079,126.026
1232,1718.162,11,25.426,138.854
1233,1719.214,11,101.653,128.842
1234,1721.708,10,109.771,100.892
1235,1723.967,14,28.120,121.828
1236,1724.531,14,65.526,114.554
1237,1724.975,4,35.930,131.162
1238,1726.008,19,358.123,112.397
1239,1726.126,11,124.995,113.960
1240,1726.919,4,83.261,133.574
1241,1728.071,20,30.554,128.137
1242,1729.819,2,39.458,122.169
1243,1730.286,6,72.105,110.340
1244,1731.593,13,160.975,127.860
1245,1732.370,16,56.675,109.795
1246,1734.384,15,267.209,97.926
1247,1736.135,4,63.907,116.168
1248,1738.270,16,130.618,122.172
1249,1738.790,14,236.261,134.460
1250,1739.471,20,67.607,127.486
1251,1742.783,5,118.204,124.936
1252,1745.207,12,35.157,123.166
1253,1746.324,20,127.685,104.629
1254,1747.527,19,89.471,134.944
1255,1751.785,7,52.828,128.477
1256,1751.944,9,196.295,110.001
1257,1755.152,2,90.674,106.755
1258,1755.275,19,37.002,111.473
1259,1755.910,20,65.416,124.266
1260,1756.685,5,28.950,109.141
1261,1758.272,7,17.562,111.541
1262,1758.560,5,39.565,116.517
1263,1761.154,8,21.597,110.949
1264,1763.029,19,589.307,124.069
1265,1766.892,17,111.704,132.107
1266,1767.813,3,217.797,106.846
1267,1769.404,9,90.333,116.799
1268,1771.050,6,94.873,127.080
1269,1771.938,17,12.108,129.341
1270,1772.683,12,307.051,115.992
1271,1777.091,12,19.276,130.777
1272,1780.277,4,189.482,103.214
1273,1782.920,8,15.496,132.314
1274,1784.720,11,102.052,123.630
1275,1784.956,7,146.905,123.232
1276,1785.159,1,11.030,128.490
1277,1786.504,4,64.269,128.440
1278,1786.605,1,56.063,122.635
1279,1788.604,10,44.265,120.268
1280,1788.852,11,222.528,117.238
1281,1790.027,3,131.253,143.439
1282,1790.269,3,119.642,132.059
1283,1791.845,9,97.710,128.322
1284,1792.097,2,24.072,115.585
1285,1792.213,7,65.177,121.117
1286,1792.832,10,58.858,124.757
1287,1795.617,8,127.440,120.267
1288,1796.977,11,99.433,124.598
1289,1797.205,2,41.230,117.390
1290,1797.681,13,203.223,135.746
1291,1797.770,15,30.561,115.079
1292,1798.273,13,51.314,114.055
1293,1798.693,16,219.033,127.731
1294,1799.053,20,234.740,103.354
1295,1803.115,19,22.260,132.480
1296,1805.427,3,24.017,127.472
1297,1805.606,19,42.609,111.938
1298,1805.693,15,219.118,134.871
1299,1809.394,5,215.156,110.444
1300,1813.210,9,63.239,121.346
1301,1814.617,2,10.462,129.698
1302,1815.421,2,47.842,123.010
1303,1818.537,13,11.759,131.529
1304,1818.775,12,223.369,105.039
1305,1822.043,14,205.852,123.884
1306,1823.512,7,107.912,123.186
1307,1826.896,3,20.860,122.515
1308,1827.049,16,20.150,122.269
1309,1827.277,20,178.851,122.457
1310,1828.262,9,14.787,121.958
1311,1831.280,3,122.920,116.350
1312,1832.801,18,164.121,126.662
1313,1832.871,20,40.147,122.525
1314,1833.981,18,100.163,113.989
1315,1834.671,18,83.327,113.894
1316,1835.030,8,125.252,130.005
1317,1835.445,9,238.347,130.490
1318,1835.802,13,24.133,116.534
1319,1838.390,7,25.341,114.174
1320,1838.732,2,14.019,133.447
1321,1841.497,1,258.891,111.767
1322,1842.510,9,34.977,126.060
1323,1842.736,1,80.760,120.905
1324,1843.594,20,44.186,119.384
1325,1844.259,2,74.555,126.221
1326,1845.853,15,209.879,119.233
1327,1846.412,16,18.110,129.704
1328,1846.971,6,29.068,132.307
1329,1847.736,5,90.698,114.797
1330,1848.721,2,459.897,127.429
1331,1848.725,17,42.393,128.268
1332,1849.542,5,122.173,108.126
1333,1850.109,14,13.270,123.628
1334,1852.486,10,193.637,125.720
1335,1854.833,2,64.280,124.827
1336,1857.927,5,132.118,107.963
1337,1859.353,18,45.328,122.488
1338,1860.681,15,22.710,120.018
1339,1861.724,20,78.748,109.894
1340,1867.414,15,13.576,132.100
1341,1868.423,9,56.656,120.192
1342,1869.342,5,38.844,128.778
1343,1870.081,10,40.811,116.788
1344,1871.364,19,91.114,112.794
1345,1872.548,15,22.656,131.254
1346,1880.033,11,98.928,125.967
1347,1882.893,12,227.437,132.362
1348,1883.733,3,129.379,135.715
1349,1889.193,7,422.617,120.263
1350,1890.773,10,157.534,120.314
1351,1892.059,20,43.372,124.790
1352,1893.138,8,399.140,124.029
1353,1897.515,17,52.621,113.583
1354,1898.176,20,44.795,126.694
1355,1900.124,2,26.755,113.653
1356,1901.122,14,383.794,127.105
1357,1901.346,20,61.555,127.068
1358,1902.576,4,143.939,118.938
1359,1905.333,13,66.780,98.288
1360,1908.619,6,20.719,110.586
1361,1908.779,1,22.189,126.018
1362,1910.119,8,117.556,111.156
1363,1911.405,20,44.411,130.526
1364,1912.187,12,292.063,115.887
1365,1912.626,5,339.757,119.244
1366,1912.776,16,91.498,137.532
1367,1915.388,15,290.013,104.930
1368,1923.048,7,253.543,129.729
1369,1925.015,16,112.211,104.891
1370,1925.685,15,46.054,124.933
1371,1926.266,11,108.440,117.858
1372,1927.132,6,62.844,120.685
1373,1927.932,1,27.125,112.919
1374,1930.720,7,80.619,120.168
1375,1931.373,19,175.667,127.239
1376,1932.164,7,424.157,119.661
1377,1934.842,18,64.128,114.109
1378,1937.447,18,84.702,115.214
1379,1937.791,2,324.188,111.857
1380,1937.991,19,138.927,117.812
1381,1940.345,9,137.499,119.418
1382,1942.180,13,43.594,110.894
1383,1943.946,13,98.722,118.857
1384,1949.712,12,31.152,127.316
1385,1950.888,13,153.457,132.514
1386,1951.166,18,49.452,113.102
1387,1952.762,5,78.663,111.961
1388,1954.718,8,159.678,97.208
1389,1955.312,8,94.184,121.733
1390,1955.434,3,29.850,127.259
1391,1955.500,7,68.610,113.720
1392,1956.722,8,112.061,121.142
1393,1956.799,12,307.278,101.808
1394,1959.560,2,17.947,130.772
1395,1961.417,11,124.971,125.694
1396,1961.753,12,79.851,114.038
1397,1962.011,4,147.364,114.788
1398,1965.050,13,177.815,117.422
1399,1965.692,14,66.365,112.934
1400,1967.053,8,30.298,128.156
1401,1967.150,19,161.562,118.250
1402,1969.448,14,45.545,125.788
1403,1973.005,1,69.631,122.028
1404,1979.121,13,105.416,116.623
1405,1980.328,17,12.818,135.358
1406,1982.036,3,61.534,116.982
1407,1983.219,11,53.332,135.445
1408,1984.088,8,43.961,128.625
1409,1985.732,15,10.665,129.145
1410,1985.886,14,58.895,131.921
1411,1986.581,5,158.572,98.376
1412,1986.627,9,120.795,121.812
1413,1987.107,4,12.627,127.420
1414,1987.130,9,159.029,97.090
1415,1987.844,17,30.944,116.451
1416,1991.096,7,52.562,118.812
1417,1991.455,17,10.773,105.744
1418,1993.278,12,15.235,133.841
1419,1995.743,10,13.788,139.297
1420,1999.493,15,70.917,130.495
1421,2001.018,7,32.130,116.405
1422,2002.764,7,37.185,120.643
1423,2003.214,8,45.780,115.920
1424,2006.368,5,317.189,136.324
1425,2007.218,4,142.854,122.540
1426,2007.665,20,121.473,104.766
1427,2008.499,6,269.781,118.032
1428,2009.728,18,74.540,117.720
1429,2010.327,20,20.159,111.527
1430,2012.595,12,71.685,123.182
1431,2014.785,15,188.102,124.689
1432,2015.505,5,134.031,115.659
1433,2020.065,10,13.983,111.807
1434,2020.847,7,47.977,122.061
1435,2023.785,17,44.502,129.767
1436,2024.339,13,41.632,110.895
1437,2027.321,9,133.065,124.053
1438,2028.817,11,186.531,123.765
1439,2029.543,17,50.011,115.319
1440,2030.862,10,132.150,122.518
1441,2031.031,8,53.896,114.328
1442,2032.636,1,230.734,115.635
1443,2036.430,9,114.199,116.099
1444,2036.457,17,38.752,123.026
1445,2037.097,14,232.781,129.697
1446,2037.453,1,258.151,113.574
1447,2037.493,1,73.071,110.805
1448,2038.659,8,64.926,126.189
1449,2038.773,11,27.198,101.604
1450,2039.462,3,110.991,128.327
1451,2039.777,19,19.561,113.098
1452,2040.668,4,308.426,122.891
1453,2041.525,13,66.197,125.088
1454,2042.138,11,49.622,131.801
1455,2042.559,20,147.087,120.203
1456,2043.812,12,28.156,128.709
1457,2044.466,16,180.442,125.789
1458,2044.493,7,22.513,136.690
1459,2045.922,19,58.344,111.163
1460,2047.429,1,35.065,104.926
1461,2047.985,6,436.595,125.470
1462,2049.003,5,68.034,112.704
1463,2049.115,14,344.000,131.555
1464,2049.291,14,48.613,125.700
1465,2049.318,5,104.037,132.399
